Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Voltaire,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Voltaire,5599,2,9068,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Micromégas, chapitre VII : « Conversation avec les hommes » (début), 1752",http://www.site-magister.com/sujets38.htm#LAm,11928669t,9068,0000 0001 2128 0652,masculin,,,,1694-11-21T00:00:00Z,1778-05-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Michel Tournier,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Michel Tournier,5600,2,160783,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Vendredi ou La Vie sauvage, chapitre 25, 1971",http://www.site-magister.com/sujets38.htm#LAm,119269397,160783,0000 0001 2102 9572,masculin,,,,1924-12-18T00:00:00Z,2016-01-18T00:00:00Z,Sporting Club de Tinqueux,Choisel,,2.017777777 48.686388888,http://sc-tinqueux.footeo.com/
Voltaire,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Voltaire,5601,2,9068,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Œdipe, Acte l, scène 1, vers 36-68 (1718)",http://www.site-magister.com/sujets37.htm#sujetLnat,11928669t,9068,0000 0001 2128 0652,masculin,,,,1694-11-21T00:00:00Z,1778-05-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
José Maria de Heredia,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,José-Maria de Heredia,5602,2,334970,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - « Sphinx », Les Trophées (1893)",http://www.site-magister.com/sujets37.htm#sujetLnat,11907327d,334970,0000 0001 2144 1639,masculin,,,,1842-11-22T00:00:00Z,1905-10-03T00:00:00Z,Santiago de Cuba,Bourdonné,-75.820555555 20.028333333,1.663333333 48.755833333,
Albert Samain,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Albert Samain,5603,2,982041,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - « Le Sphinx », Symphonie héroïque (1900)",http://www.site-magister.com/sujets37.htm#sujetLnat,11923550x,982041,0000 0001 2133 4171,masculin,,,,1858-04-03T00:00:00Z,1900-08-18T00:00:00Z,Lille,Magny-les-Hameaux,3.0575 50.631944444,2.084166666 48.723888888,http://www.lille.fr
Jean Cocteau,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Cocteau,5604,2,83158,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - La Machine infernale, Acte II (1932). Extrait",http://www.site-magister.com/sujets37.htm#sujetLnat,11897143s,83158,0000 0001 2120 8036,masculin,,,,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z,Maisons-Laffitte,Milly-la-Forêt,2.145 48.946111111,2.466944444 48.404166666,http://www.maisonslaffitte.fr
Jean de La Fontaine,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean de La Fontaine,5605,2,49496,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - « Le Loup et le Chien », Fables, 1666",http://www.site-magister.com/sujets38.htm#axzz4hiwCCdKx,11910267w,49496,0000 0001 2095 8636,masculin,,,,1621-07-08T00:00:00Z,1695-04-13T00:00:00Z,Château-Thierry,Paris,3.403055555 49.046388888,2.351388888 48.856944444,http://www.ville-chateau-thierry.fr
Alfred de Musset,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Alfred de Musset,5606,2,179680,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Les Caprices de Marianne, Acte I, scène 1 (1833)",http://www.site-magister.com/sujets38.htm#axzz4hiwCCdKx,119172903,179680,0000 0001 2133 4059,masculin,,,,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jean Richepin,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Richepin,5607,2,551744,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - « Les Oiseaux de passage » (La Chanson des gueux, 1876. - version du poème mis en musique par Georges Brassens, 1969)",http://www.site-magister.com/sujets38.htm#axzz4hiwCCdKx,123845061,551744,0000 0001 2136 5429,masculin,,,,1849-02-04T00:00:00Z,1926-12-12T00:00:00Z,Médéa,Paris,2.75 36.2675,2.351388888 48.856944444,
Pascal Quignard,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Pascal Quignard,5608,2,423298,2016,"Bac L - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Tous les matins du monde, chapitre V (1991)",http://www.site-magister.com/sujets38.htm#axzz4hiwCCdKx,11920885p,423298,0000 0001 2284 0586,masculin,,,,1948-04-23T00:00:00Z,,Verneuil-sur-Avre,#N/A,0.927777777 48.738888888,#N/A,http://www.verneuil-sur-avre.fr/
Ovide,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Ovide,5609,2,7198,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Les Métamorphoses, livre 10, vers 243-297, début 1er siècle après J.C",http://www.site-magister.com/sujets39.htm#axzz4hixgbyMO,119183166,7198,0000 0001 2142 7757,masculin,,,,-0042-03-18T00:00:00Z,0017-01-01T00:00:00Z,#N/A,Constanța,#N/A,28.638333333 44.173333333,#N/A
Jean-Jacques Rousseau,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean-Jacques Rousseau,5610,2,6527,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Pygmalion, 1762-1770",http://www.site-magister.com/sujets39.htm#axzz4hixgbyMO,119228797,6527,0000 0001 2145 1116,masculin,,,,1712-06-28T00:00:00Z,1778-07-02T00:00:00Z,Genève,Ermenonville,6.15 46.2,2.695833333 49.126111111,https://www.geneve.ch
Louis Veuillot,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Louis Veuillot,5611,2,2404639,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - La Fable de Pygmalion, 1878",http://www.site-magister.com/sujets39.htm#axzz4hixgbyMO,11928103h,2404639,0000 0001 2129 6603,masculin,,,,1813-10-11T00:00:00Z,1883-03-07T00:00:00Z,Boynes,Paris,2.36 48.120277777,2.351388888 48.856944444,
Charles Cros,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Charles Cros,5612,2,356575,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Le Collier de griffes, 1908 (posthume), « Galatée et Pygmalion »",http://www.site-magister.com/sujets39.htm#axzz4hixgbyMO,118982094,356575,0000 0001 2122 9320,masculin,,,,1842-10-01T00:00:00Z,1888-08-09T00:00:00Z,Fabrezan,Paris,2.697222222 43.135555555,2.351388888 48.856944444,http://www.fabrezan.fr
Blaise Cendrars,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Blaise Cendrars,5613,2,123080,2016,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - La Prose du Transsibérien et de la petite Jeanne de France, 1913 (extrait)",http://www.site-magister.com/sujets37.htm#LPond,11895739q,123080,0000 0001 2141 5537,masculin,,,,1887-09-01T00:00:00Z,1961-01-21T00:00:00Z,La Chaux-de-Fonds,Paris,6.829558333 47.099627777,2.351388888 48.856944444,http://www.chaux-de-fonds.ch
Jean Follain,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Follain,5614,2,3172046,2016,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Usage du Temps, 1941, « Vie urbaine », (extrait)",http://www.site-magister.com/sujets37.htm#LPond,119030117,3172046,0000 0001 0901 8803,masculin,,,,1903-08-29T00:00:00Z,1971-03-09T00:00:00Z,Canisy,Paris,-1.175555555 49.076111111,2.351388888 48.856944444,http://www.canisy.fr
Léopold Sédar Senghor,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Léopold Sédar Senghor,5615,2,154545,2016,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Ethiopiques, 1956, « À New York » (extrait)",http://www.site-magister.com/sujets37.htm#LPond,119244261,154545,0000 0001 2284 1060,masculin,,,,1906-10-09T00:00:00Z,2001-12-20T00:00:00Z,Joal-Fadiouth,Verson,-16.843055555 14.164166666,-0.4525 49.155,http://commune-joalfadiouth.sn/
Jacques Réda,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jacques Réda,5616,2,3159944,2016,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Amen, 1968, « Hauteurs de Belleville »",http://www.site-magister.com/sujets37.htm#LPond,11921352k,3159944,0000 0001 1060 5300,masculin,,,,1929-01-24T00:00:00Z,,Lunéville,#N/A,6.501666666 48.589444444,#N/A,http://www.luneville.fr
Jean le Rond d'Alembert,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Le Rond d'Alembert,5617,2,153232,2016,"Bac technologique - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Discours préliminaire, in L’Encyclopédie ou dictionnaire raisonné des sciences, des arts et des métiers, 1751",http://www.site-magister.com/sujets37.htm#sujetSTnat,118883708,153232,0000 0001 2130 8926,masculin,,,,1717-11-16T00:00:00Z,1783-10-29T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jules Verne,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jules Verne,5618,2,33977,2016,"Bac technologique - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Vingt mille lieues sous les mers, Première partie, chapitre XII « Tout par l’électricité », 1871",http://www.site-magister.com/sujets37.htm#sujetSTnat,11928016k,33977,0000 0001 2140 0562,masculin,,,,1828-02-08T00:00:00Z,1905-03-24T00:00:00Z,Nantes,Amiens,-1.553888888 47.217222222,2.297777777 49.891944444,http://www.nantes.fr
Albert Robida,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Albert Robida,5619,2,946733,2016,"Bac technologique - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Le Vingtième Siècle, 1883",http://www.site-magister.com/sujets37.htm#sujetSTnat,12169844v,946733,0000 0001 0857 033X,masculin,,,,1848-05-14T00:00:00Z,1926-10-11T00:00:00Z,Compiègne,Neuilly-sur-Seine,2.822222222 49.414166666,2.2675 48.887222222,http://www.compiegne.fr
Michel Serres,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Michel Serres,5620,2,364456,2016,"Bac technologique - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Petite Poucette, 2012",http://www.site-magister.com/sujets37.htm#sujetSTnat,119245071,364456,0000 0001 2102 4595,masculin,,,,1930-09-01T00:00:00Z,2019-06-01T00:00:00Z,Agen,14e arrondissement de Paris,0.618611111 44.203055555,2.326888888 48.833022222,http://www.agen.fr
Théophile Gautier,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Théophile Gautier,5621,2,183713,2016,"Bac technologique - Écriture poétique et quête du sens, du Moyen Âge à nos jours - La comédie de la mort, « Absence », 1838",http://www.site-magister.com/sujets39.htm#TPol,11904435k,183713,0000 0001 0786 6489,masculin,,,,1811-08-30T00:00:00Z,1872-10-23T00:00:00Z,Tarbes,Neuilly-sur-Seine,0.074444444 43.232777777,2.2675 48.887222222,http://www.tarbes.fr
Paul Verlaine,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Paul Verlaine,5622,2,755,2016,"Bac technologique - Écriture poétique et quête du sens, du Moyen Âge à nos jours - La Bonne Chanson, X, 1870",http://www.site-magister.com/sujets39.htm#TPol,119279849,755,0000 0001 2118 5217,masculin,,,,1844-03-30T00:00:00Z,1896-01-08T00:00:00Z,Metz,Paris,6.176944444 49.119722222,2.351388888 48.856944444,http://www.metz.fr
Guillaume Apollinaire,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Guillaume Apollinaire,5623,2,133855,2016,"Bac technologique - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Lettres à Lou (1955), Lettre du 25 mars 1915, « Faction »",http://www.site-magister.com/sujets39.htm#TPol,11888978p,133855,0000 0001 2137 1423,masculin,,,,1880-08-26T00:00:00Z,1918-11-10T00:00:00Z,Rome,Paris,12.482777777 41.893055555,2.351388888 48.856944444,https://www.comune.roma.it/
Paul Éluard,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Paul Éluard,5624,2,152176,2016,"Bac technologique - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Le temps déborde, « Notre vie », 1947",http://www.site-magister.com/sujets39.htm#TPol,11886231m,152176,0000 0001 2139 2910,masculin,,,,1895-12-04T00:00:00Z,1952-11-18T00:00:00Z,Saint-Denis,Charenton-le-Pont,2.353888888 48.935555555,2.411944444 48.821388888,http://ville-saint-denis.fr
Molière,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Molière,5625,2,687,2016,"Bac technologique - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - Monsieur de Pourceaugnac, acte l, scène 1, 1669",http://www.site-magister.com/sujets37.htm#STPond,11916418p,687,0000 0001 2319 7131,masculin,,,,1622-01-15T00:00:00Z,1673-02-17T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Pierre Carlet de Chamblain de Marivaux,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Marivaux,5626,2,49478,2016,"Bac technologique - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - Le Père prudent et équitable, scène 1, 1712",http://www.site-magister.com/sujets37.htm#STPond,119146220,49478,0000 0001 2145 8289,masculin,,,,1688-01-01T00:00:00Z,1763-01-01T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Alfred de Musset,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Alfred de Musset,5627,2,179680,2016,"Bac technologique - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - La Nuit vénitienne, scène 1, 1830",http://www.site-magister.com/sujets37.htm#STPond,119172903,179680,0000 0001 2133 4059,masculin,,,,1810-12-11T00:00:00Z,1857-05-02T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Bernard Ollivier,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Bernard Ollivier,5628,2,15406937,2016,"Bac professionnel - (série professionnelle) - La longue marche. Le vent des steppes, 2003",http://www.letudiant.fr/boite-a-docs/document/bac-pro-2016-toutes-specialites-sujet-et-le-corrige-de-francais.html,13569066s,15406937,0000 0003 5472 2634,masculin,,,,1938-01-01T00:00:00Z,,Manche,#N/A,-1.25 49.05,#N/A,http://www.manche.pref.gouv.fr/
Françoise Grenot-Wang,F,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Françoise Grenot-Wang,5629,2,16138169,2016,"Bac professionnel - (série professionnelle) - Au coeur de la Chine, Une Française en pays Miao, 2007",http://www.letudiant.fr/boite-a-docs/document/bac-pro-2016-toutes-specialites-sujet-et-le-corrige-de-francais.html,14477578v,16138169,0000 0000 4973 5500,féminin,,,,1949-01-01T00:00:00Z,2008-12-09T00:00:00Z,#N/A,#N/A,#N/A,#N/A,#N/A
Laurent Gaudé,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Laurent Gaudé,5630,2,1245984,2016,Bac professionnel - (série professionnelle) - Cris (2001),http://www.ac-nice.fr/plplh/wp-content/uploads/2016/10/SUJET-Français-BCP-METRO-0916.pdf,131993160,1245984,0000 0001 1079 8050,masculin,,,,1972-07-06T00:00:00Z,,14e arrondissement de Paris,#N/A,2.326888888 48.833022222,#N/A,http://www.mairie14.paris.fr/
Romain Rolland,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Romain Rolland,5631,2,47162,2016,"Bac professionnel - (série professionnelle) - « Lettre à ceux qui m’accusent » datée du 17 novembre 1914, dans Au-dessus de la mêlée (1915)",http://www.ac-nice.fr/plplh/wp-content/uploads/2016/10/SUJET-Français-BCP-METRO-0916.pdf,11922460q,47162,0000 0001 2138 6406,masculin,,,,1866-01-29T00:00:00Z,1944-12-30T00:00:00Z,Clamecy,Vézelay,3.519444444 47.46,3.745833333 47.465833333,http://www.clamecy.fr
Stendhal,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Stendhal,5632,2,502,2016,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Le Rouge et le Noir, 1830",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS_ES-S_Sujet-16FRSESJA1.pdf,119255047,502,0000 0001 2098 1326,masculin,,,,1783-01-23T00:00:00Z,1842-03-23T00:00:00Z,Grenoble,Paris,5.726388888 45.186944444,2.351388888 48.856944444,http://www.grenoble.fr
Guy de Maupassant,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Guy de Maupassant,5633,2,9327,2016,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Pierre et Jean, 1887",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS_ES-S_Sujet-16FRSESJA1.pdf,11915226h,9327,0000 0001 2125 8201,masculin,,,,1850-08-05T00:00:00Z,1893-07-06T00:00:00Z,Tourville-sur-Arques,Passy,1.101388888 49.858333333,2.284136111 48.857111111,http://www.tourville-sur-arques.fr
Antoine Choplin et Hubert Mingarelli,-,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,collectif,5634,2,13473501,2016,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - L’Incendie, 2015",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS_ES-S_Sujet-16FRSESJA1.pdf,,13473501,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Properce,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Properce,5635,2,8827,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Elégies, Livre I, 3, (28 avant J.C.) Traduction en vers de M. de la Roche-Aymon",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS-L_Sujet-16FRLIJA1.pdf,11887318x,8827,0000 0001 2103 4435,masculin,,,,-0046-01-01T00:00:00Z,-0013-01-01T00:00:00Z,Assise,Rome,12.6175 43.07,12.482777777 41.893055555,http://www.comune.assisi.pg.it
Georges de Scudéry,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Georges de Scudéry,5636,2,772240,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Poésies diverses, Sonnet (1649)",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS-L_Sujet-16FRLIJA1.pdf,11924230q,772240,0000 0001 2144 1372,masculin,,,,1601-08-22T00:00:00Z,1667-05-14T00:00:00Z,Le Havre,Paris,0.108055555 49.494166666,2.351388888 48.856944444,http://lehavre.fr
Marcel Proust,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Marcel Proust,5637,2,7199,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - La Prisonnière, A la recherche du temps perdu (1923)",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS-L_Sujet-16FRLIJA1.pdf,119207126,7199,0000 0001 2100 3911,masculin,,,,1871-07-10T00:00:00Z,1922-11-18T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Claude Roy,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Claude Roy,5638,2,867852,2016,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Clair comme le jour (1943)",http://visiautrices.hypotheses.org/files/2018/07/Annales-Bac-2016-ASIE_BCG_FRANCAIS-L_Sujet-16FRLIJA1.pdf,11923021z,867852,0000 0001 2284 0543,masculin,,,,1915-08-28T00:00:00Z,1997-12-13T00:00:00Z,8e arrondissement de Paris,Paris,2.311111111 48.874166666,2.351388888 48.856944444,https://mairie08.paris.fr/
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5639,2,535,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Les Châtiments, « Lux », 1853",http://www.site-magister.com/sujets34.htm#SESAM,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Jean Jaurès,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Jaurès,5640,2,12688,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Discours à la jeunesse, 1903",http://www.site-magister.com/sujets34.htm#SESAM,119086682,12688,0000 0001 2130 9304,masculin,,,,1859-09-03T00:00:00Z,1914-07-31T00:00:00Z,Castres,Paris,2.24 43.605833333,2.351388888 48.856944444,http://www.ville-castres.fr/site.html
Henri Barbusse,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Henri Barbusse,5641,2,18404,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Le Feu, 1915",http://www.site-magister.com/sujets34.htm#SESAM,11890183b,18404,0000 0001 2137 9396,masculin,,,,1873-05-17T00:00:00Z,1935-08-30T00:00:00Z,Asnières-sur-Seine,Moscou,2.285555555 48.911111111,37.617777777 55.755833333,http://www.ville-asnieressurseine.fr
Robert Capa,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Robert Capa,5642,2,152524,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - « Mort d’un soldat républicain près de Cerro Muriano », 1936",http://www.site-magister.com/sujets34.htm#SESAM,11895059d,152524,0000 0001 1026 9298,masculin,,,,1913-10-22T00:00:00Z,1954-05-25T00:00:00Z,Budapest,Thái Bình,19.040833333 47.498333333,106.342222222 20.446111111,https://budapest.hu/
Joachim du Bellay,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Joachim du Bellay,5643,2,18420,2015,"Bac ES/S - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Comme le marinier… », Les Regrets, 1558",http://www.site-magister.com/sujets36.htm#ESSant,123220047,18420,0000 0001 2278 5556,masculin,,,,1522-01-01T00:00:00Z,1560-01-11T00:00:00Z,Liré,Paris,-1.164444444 47.343333333,2.351388888 48.856944444,
Charles Baudelaire,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Charles Baudelaire,5644,2,501,2015,"Bac ES/S - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Déjà ! », Le Spleen de Paris, 1869",http://www.site-magister.com/sujets36.htm#ESSant,118905823,501,0000 0001 2122 1863,masculin,,,,1821-04-09T00:00:00Z,1867-08-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
José Maria de Heredia,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,José-Maria de Heredia,5645,2,334970,2015,"Bac ES/S - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Les Conquérants », Les Trophées, 1893",http://www.site-magister.com/sujets36.htm#ESSant,11907327d,334970,0000 0001 2144 1639,masculin,,,,1842-11-22T00:00:00Z,1905-10-03T00:00:00Z,Santiago de Cuba,Bourdonné,-75.820555555 20.028333333,1.663333333 48.755833333,
Blaise Cendrars,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Blaise Cendrars,5646,2,123080,2015,"Bac ES/S - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Clair de Lune », Feuilles de route, 1924",http://www.site-magister.com/sujets36.htm#ESSant,11895739q,123080,0000 0001 2141 5537,masculin,,,,1887-09-01T00:00:00Z,1961-01-21T00:00:00Z,La Chaux-de-Fonds,Paris,6.829558333 47.099627777,2.351388888 48.856944444,http://www.chaux-de-fonds.ch
François Rabelais,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,François Rabelais,5647,2,131018,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Pantagruel, Livre II, chapitre 8 (1532)",http://www.site-magister.com/sujets35.htm#ESEUR,11920939s,131018,0000 0001 1804 574X,masculin,,,,1493-01-01T00:00:00Z,1553-04-19T00:00:00Z,Chinon,Paris,0.242777777 47.166944444,2.351388888 48.856944444,http://www.ville-chinon.com/
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5648,2,535,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - « À propos d’Horace », Les Contemplations, Livre 1er, poème 13 (1855)",http://www.site-magister.com/sujets35.htm#ESEUR,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Charles Péguy,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Charles Péguy,5649,2,334965,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - « De Jean Coste », Les Cahiers de la Quinzaine (1902)",http://www.site-magister.com/sujets35.htm#ESEUR,11918933f,334965,0000 0001 2276 072X,masculin,,,,1873-01-07T00:00:00Z,1914-09-05T00:00:00Z,Orléans,Le Plessis-l'Évêque,1.904166666 47.902222222,2.784166666 49.008333333,http://www.orleans.fr
Albert Camus,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Albert Camus,5650,2,34670,2015,"Bac ES/S - La question de l'Homme dans les genres de l'argumentation du XVIème siècle à nos jours - Le Premier homme (1994, publication posthume)",http://www.site-magister.com/sujets35.htm#ESEUR,118949856,34670,0000 0001 2283 2690,masculin,,,,1913-11-07T00:00:00Z,1960-01-04T00:00:00Z,Dréan,Villeblevin,7.75 36.68333,3.081666666 48.324444444,
Jean Racine,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Racine,5651,2,742,2015,"Bac ES/S - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - Phèdre, Acte V, scène 6, vers 1527-1561 (1677)",http://www.site-magister.com/sujets33.htm#ESSNAT,120076761,742,0000 0001 2321 2338,masculin,,,,1639-12-01T00:00:00Z,1699-04-21T00:00:00Z,La Ferté-Milon,Paris,3.123888888 49.178333333,2.351388888 48.856944444,
